COST_UW49435_S479,CPHA_UW151261_S457
COST_UW49435_S479,CSCO_UW151302_S411
COST_UW49435_S479,CSCO_UW151304_S412
CPHA_UW151261_S457,CSCO_UW151302_S411
CPHA_UW151261_S457,CSCO_UW151304_S412
PDAC_UW153045_S460,PGRA_UW119304_S390
PDAC_UW153045_S460,PGRA_UW155715_S431
PDAC_UW154897_S426,PGRA_UW119304_S390
PDAC_UW154897_S426,PGRA_UW155715_S431
CBOW_UW116034_S483,ECAU_UW119593_2_S394
CBOW_UW116034_S483,ECAU_UW119593_S393
CBOW_UW116034_S483,ETRE_UW150845_2_S406
CBOW_UW116034_S483,ETRE_UW150845_3_S407
CBOW_UW119291_S389,ECAU_UW119593_2_S394
CBOW_UW119291_S389,ECAU_UW119593_S393
CBOW_UW119291_S389,ETRE_UW150845_2_S406
CBOW_UW119291_S389,ETRE_UW150845_3_S407
ECAU_UW119593_2_S394,ETRE_UW150845_2_S406
ECAU_UW119593_2_S394,ETRE_UW150845_3_S407
ECAU_UW119593_S393,ETRE_UW150845_2_S406
ECAU_UW119593_S393,ETRE_UW150845_3_S407
LFAB_UW153118_S462,LTUN_UW153126_S456
LFAB_UW153118_S462,LTUN_UW154464_S420
LFAB_UW153122_S463,LTUN_UW153126_S456
LFAB_UW153122_S463,LTUN_UW154464_S420
LCAL_UW157321_S432,LCUR_UW44503_3_S438
LCAL_UW157321_S432,LCUR_UW44504_S439
LCAL_UW157321_S432,LFLO_UW151666_S454
LCAL_UW157321_S432,LGRE_UW112669_S441
LCAL_UW158059_S447,LCUR_UW44503_3_S438
LCAL_UW158059_S447,LCUR_UW44504_S439
LCAL_UW158059_S447,LFLO_UW151666_S454
LCAL_UW158059_S447,LGRE_UW112669_S441
LCUR_UW44503_3_S438,LFLO_UW151666_S454
LCUR_UW44503_3_S438,LGRE_UW112669_S441
LCUR_UW44504_S439,LFLO_UW151666_S454
LCUR_UW44504_S439,LGRE_UW112669_S441
LFLO_UW151666_S454,LGRE_UW112669_S441
RATT_UW116039_S450,RBAR_UW157184_S476
CSPA_UW154503_S471,CSPA_UW155710_S430
CSPA_UW154503_S471,CSPA_UW158306_S477
CSPA_UW155710_S430,CSPA_UW158306_S477
CCAN_UW152005_S458,CCOM_UW113669_S480
CCAN_UW152005_S458,CFAU_UW117078_S443
CCAN_UW152005_S458,CFAU_UW156084_S475
CCAN_UW152005_S458,CIAC_FAKU145603_S449
CCOM_UW113669_S480,CFAU_UW117078_S443
CCOM_UW113669_S480,CFAU_UW156084_S475
CCOM_UW113669_S480,CIAC_FAKU145603_S449
CCOM_UW113669_S480,CSTA_UW119196_S386
CCOM_UW113669_S480,CSTA_UW155711_S387
CFAU_UW117078_S443,CIAC_FAKU145603_S449
CFAU_UW117078_S443,CSTA_UW119196_S386
CFAU_UW117078_S443,CSTA_UW155711_S387
CFAU_UW156084_S475,CIAC_FAKU145603_S449
CFAU_UW156084_S475,CSTA_UW119196_S386
CFAU_UW156084_S475,CSTA_UW155711_S387
CIAC_FAKU145603_S449,CSTA_UW119196_S386
CIAC_FAKU145603_S449,CSTA_UW155711_S387
